c,z,k,a,c_,z_,k_,a_,matched,trial
0.0,1.2999999999999998224,2.4800000000000008704,1.0800000000000000711,0.0,1.299994659719953205,2.4800000000000008704,1.0800000000000000711,1.0,1.0
0.0,0.999999999999999889,3.0000000000000013323,0.97087378640776696517,0.0,0.9999963380840145577,3.0000000000000013323,0.9708737864077667812,1.0,1.0
0.0,0.7999999999999999334,1.6000000000000000888,1.2400000000000002132,0.0,0.79998396466594567933,1.6000000000000000888,1.2400000000000002132,1.0,1.0
0.0,0.8999999999999999112,2.3600000000000007638,0.9900990099009900903,0.0,0.8999977787546661334,2.3600000000000007638,0.9900990099009899792,1.0,1.0
0.0,0.5999999999999999778,1.9600000000000004086,0.9900990099009900903,0.0,0.59999498150597319057,1.9600000000000004086,0.9900990099009899792,1.0,1.0
0.0,1.5999999999999997558,2.340000000000000746,0.80645161290322566784,0.0,1.5999874793935258133,2.340000000000000746,0.8064516129032256453,1.0,1.0
0.0,1.1999999999999998446,2.600000000000000977,0.7692307692307690731,0.0,1.1999943897073814814,2.600000000000000977,0.7692307692307690514,1.0,1.0
0.0,1.2999999999999998224,2.340000000000000746,0.97087378640776696517,0.0,1.2999943956926054422,2.340000000000000746,0.9708737864077667812,1.0,1.0
0.0,1.7999999999999997113,2.340000000000000746,1.2100000000000001865,0.0,1.7999889362930736603,2.340000000000000746,1.2099999999999999645,1.0,1.0
0.0,1.0999999999999998668,2.3000000000000007105,1.3000000000000002665,0.0,1.0999931036408556739,2.3000000000000007105,1.3000000000000002665,1.0,1.0
0.0,1.5999999999999997558,1.6400000000000001243,1.2300000000000002043,0.0,1.5999748231799346687,1.6399999999999999023,1.2300000000000002043,1.0,1.0
0.0,0.7999999999999999334,1.8200000000000002842,1.250000000000000222,0.0,0.79998876191980516914,1.8200000000000000622,1.250000000000000222,1.0,1.0
0.0,1.3999999999999998002,1.5400000000000000355,0.84745762711864395297,0.0,1.3999759261358195594,1.5400000000000000355,0.84745762711864391914,1.0,1.0
0.0,1.0999999999999998668,2.9000000000000012434,0.9345794392523363943,0.0,1.0999959795632234805,2.9000000000000007994,0.93457943925233644133,1.0,1.0
0.0,1.3999999999999998002,1.8000000000000002665,0.75187969924812013504,0.0,1.3999800754781310808,1.8000000000000002665,0.751879699248120148,1.0,1.0
0.0,1.2999999999999998224,2.7000000000000010658,0.9090909090909090175,0.0,1.2999953433386699508,2.7000000000000006217,0.9090909090909089496,1.0,1.0
0.0,1.5999999999999997558,1.7600000000000002309,0.9433962264150942922,0.0,1.5999832532050222156,1.7600000000000002309,0.94339622641509424117,1.0,1.0
0.0,0.5999999999999999778,2.1600000000000005862,1.170000000000000151,0.0,0.59999617309011454847,2.1600000000000005862,1.1699999999999999289,1.0,1.0
0.0,0.8999999999999999112,1.5200000000000000178,0.88495575221238929013,0.0,0.89998619850477035165,1.5200000000000000178,0.8849557522123892017,1.0,1.0
0.0,1.8999999999999996891,1.840000000000000302,0.7751937984496122483,0.0,1.8999757823466121298,1.840000000000000302,0.7751937984496122258,1.0,1.0
0.0,1.7999999999999997113,2.5000000000000008882,0.88495575221238929013,0.0,1.799994986264355834,2.5000000000000008882,0.8849557522123892017,1.0,1.0
0.0,0.999999999999999889,1.8800000000000003375,1.2400000000000002132,0.0,0.9999897209014844135,1.8800000000000003375,1.2400000000000002132,1.0,1.0
0.0,1.1999999999999998446,2.2400000000000006573,0.8695652173913042471,0.0,1.1999927383747563958,2.2400000000000006573,0.86956521739130421267,1.0,1.0
0.0,1.7999999999999997113,2.5800000000000009592,0.8196721311475408523,0.0,1.7999971565674557361,2.5800000000000009592,0.8196721311475407834,1.0,1.0
0.0,1.2999999999999998224,2.9600000000000012967,0.8620689655172412737,0.0,1.2999960999185220523,2.9600000000000008527,0.8620689655172412147,1.0,1.0
0.0,1.0999999999999998668,2.6400000000000010125,0.88495575221238929013,0.0,1.0999963620066284253,2.6400000000000010125,0.8849557522123892017,1.0,1.0
0.0,0.8999999999999999112,1.8800000000000003375,0.8620689655172412737,0.0,0.8999904254188423325,1.8800000000000003375,0.8620689655172412147,1.0,1.0
0.0,0.8999999999999999112,2.4400000000000008349,1.1300000000000001155,0.0,0.8999974648381273701,2.4400000000000008349,1.1299999999999998934,1.0,1.0
0.0,0.999999999999999889,2.760000000000001119,0.8620689655172412737,0.0,0.99999736673791117525,2.760000000000000675,0.8620689655172412147,1.0,1.0
0.0,0.7999999999999999334,1.9600000000000004086,1.1000000000000000888,0.0,0.7999929854796300477,1.9600000000000004086,1.1000000000000000888,1.0,1.0
0.0,0.6999999999999999556,2.9600000000000012967,1.0100000000000000089,0.0,0.69999796441897343957,2.9600000000000008527,1.0100000000000000089,1.0,1.0
0.0,1.2999999999999998224,3.0000000000000013323,0.83333333333333321,0.0,1.299995365163369998,3.0000000000000013323,0.8333333333333331483,1.0,1.0
0.0,0.8999999999999999112,2.860000000000001208,0.83333333333333321,0.0,0.89999610870737534185,2.8600000000000007638,0.8333333333333331483,1.0,1.0
0.0,0.6999999999999999556,1.7800000000000002487,1.3100000000000002753,0.0,0.6999893383270182623,1.7800000000000002487,1.3100000000000002753,1.0,1.0
0.0,0.5,2.5600000000000009415,0.9345794392523363943,0.0,0.49999754778752980577,2.5600000000000009415,0.93457943925233644133,1.0,1.0
0.0,0.5,1.8600000000000003197,0.74626865671641774225,0.0,0.49999220838395902478,1.8600000000000003197,0.74626865671641773314,1.0,1.0
0.0,0.5,2.4600000000000008527,0.84033613445378139344,0.0,0.4999970185531855127,2.4600000000000008527,0.8403361344537813027,1.0,1.0
0.0,0.7999999999999999334,1.8800000000000003375,0.7874015748031494576,0.0,0.79999200272626214137,1.8800000000000003375,0.78740157480314942884,1.0,1.0
0.0,0.5999999999999999778,1.8200000000000002842,1.1900000000000001688,0.0,0.59999605170023961875,1.8200000000000000622,1.1899999999999999467,1.0,1.0
0.0,0.7999999999999999334,2.4600000000000008527,1.1900000000000001688,0.0,0.7999950132217436005,2.4600000000000008527,1.1899999999999999467,1.0,1.0
0.0,1.2999999999999998224,2.0800000000000005151,1.0600000000000000533,0.0,1.2999927520546321613,2.0800000000000005151,1.0600000000000000533,1.0,1.0
0.0,1.1999999999999998446,1.8000000000000002665,0.95238095238095234066,0.0,1.1999873540025989271,1.8000000000000002665,0.9523809523809524391,1.0,1.0
0.0,0.6999999999999999556,2.520000000000000906,1.1400000000000001243,0.0,0.699997720132224277,2.520000000000000906,1.1399999999999999023,1.0,1.0
0.0,1.0999999999999998668,2.7200000000000010836,0.79999999999999985787,0.0,1.0999959648831492132,2.7200000000000006395,0.79999999999999982236,1.0,1.0
0.0,0.999999999999999889,2.6200000000000009948,0.84033613445378139344,0.0,0.9999938608677536589,2.6200000000000009948,0.8403361344537813027,1.0,1.0
0.0,0.6999999999999999556,2.3600000000000007638,1.2300000000000002043,0.0,0.6999958624854434319,2.3600000000000007638,1.2300000000000002043,1.0,1.0
0.0,1.8999999999999996891,2.4600000000000008527,0.74626865671641774225,0.0,1.8999905633739195832,2.4600000000000008527,0.74626865671641773314,1.0,1.0
0.0,1.7999999999999997113,2.340000000000000746,1.170000000000000151,0.0,1.799990448531359144,2.340000000000000746,1.1699999999999999289,1.0,1.0
0.0,1.6999999999999997335,2.1400000000000005684,1.0300000000000000266,0.0,1.6999897117473024011,2.1400000000000005684,1.0300000000000000266,1.0,1.0
0.0,1.499999999999999778,2.8000000000000011546,1.0600000000000000533,0.0,1.4999932228059336126,2.8000000000000007105,1.0600000000000000533,1.0,1.0
0.0,1.0999999999999998668,2.8000000000000011546,0.74626865671641774225,0.0,1.0999959913888162077,2.8000000000000007105,0.74626865671641773314,1.0,1.0
0.0,0.5,2.100000000000000533,0.9174311926605503914,0.0,0.49999863331750471485,2.100000000000000533,0.9174311926605503986,1.0,1.0
0.0,0.5999999999999999778,1.8200000000000002842,1.2000000000000001776,0.0,0.5999938188362771152,1.8200000000000000622,1.1999999999999999556,1.0,1.0
0.0,0.999999999999999889,2.8800000000000012257,0.8264462809917354098,0.0,0.9999968732940146543,2.8800000000000007816,0.8264462809917354491,1.0,1.0
0.0,0.6999999999999999556,2.0400000000000004796,1.0100000000000000089,0.0,0.6999954502973309012,2.0400000000000004796,1.0100000000000000089,1.0,1.0
0.0,1.8999999999999996891,2.4400000000000008349,1.1800000000000001599,0.0,1.8999916013955497895,2.4400000000000008349,1.1799999999999999378,1.0,1.0
0.0,1.3999999999999998002,2.7200000000000010836,0.8620689655172412737,0.0,1.3999939022807212918,2.7200000000000006395,0.8620689655172412147,1.0,1.0
0.0,1.6999999999999997335,1.8800000000000003375,0.8695652173913042471,0.0,1.6999848380928230807,1.8800000000000003375,0.86956521739130421267,1.0,1.0
0.0,1.7999999999999997113,2.860000000000001208,0.74626865671641774225,0.0,1.7999926630727374199,2.8600000000000007638,0.74626865671641773314,1.0,1.0
0.0,0.5,2.8000000000000011546,0.9090909090909090175,0.0,0.49999883713044507294,2.8000000000000007105,0.9090909090909089496,1.0,1.0
0.0,1.9999999999999996669,1.9000000000000003553,0.88495575221238929013,0.0,1.9999828881173868922,1.9000000000000003553,0.8849557522123892017,1.0,1.0
0.0,0.5,2.9600000000000012967,0.7692307692307690731,0.0,0.49999804431897709733,2.9600000000000008527,0.7692307692307690514,1.0,1.0
0.0,0.6999999999999999556,1.6600000000000001421,0.97087378640776696517,0.0,0.69999127713394382333,1.6599999999999999201,0.9708737864077667812,1.0,1.0
0.0,0.999999999999999889,2.860000000000001208,1.340000000000000302,0.0,0.99999423139511334213,2.8600000000000007638,1.340000000000000302,1.0,1.0
0.0,1.499999999999999778,1.7400000000000002132,1.0600000000000000533,0.0,1.4999832646787556456,1.7400000000000002132,1.0600000000000000533,1.0,1.0
0.0,0.999999999999999889,1.6000000000000000888,1.3000000000000002665,0.0,0.9999768265009034707,1.6000000000000000888,1.3000000000000002665,1.0,1.0
0.0,1.9999999999999996669,2.5800000000000009592,1.2800000000000002487,0.0,1.9999894515711245102,2.5800000000000009592,1.2800000000000002487,1.0,1.0
0.0,1.2999999999999998224,2.680000000000001048,1.170000000000000151,0.0,1.2999951832563505505,2.680000000000000604,1.1699999999999999289,1.0,1.0
0.0,0.5999999999999999778,2.9600000000000012967,0.79999999999999985787,0.0,0.59999833948429903696,2.9600000000000008527,0.79999999999999982236,1.0,1.0
0.0,1.499999999999999778,2.9000000000000012434,1.1300000000000001155,0.0,1.4999950711667959791,2.9000000000000007994,1.1299999999999998934,1.0,1.0
0.0,0.7999999999999999334,1.6800000000000001599,1.2400000000000002132,0.0,0.799986462585295488,1.6799999999999999378,1.2400000000000002132,1.0,1.0
0.0,1.1999999999999998446,1.7000000000000001776,1.1100000000000000977,0.0,1.1999893328809030368,1.6999999999999999556,1.1100000000000000977,1.0,1.0
0.0,1.1999999999999998446,2.3800000000000007816,1.170000000000000151,0.0,1.1999928521207079424,2.3800000000000007816,1.1699999999999999289,1.0,1.0
0.0,1.499999999999999778,2.6200000000000009948,0.9174311926605503914,0.0,1.4999923471096319183,2.6200000000000009948,0.9174311926605503986,1.0,1.0
0.0,1.499999999999999778,2.3600000000000007638,1.250000000000000222,0.0,1.4999911989890146735,2.3600000000000007638,1.250000000000000222,1.0,1.0
0.0,0.5999999999999999778,1.7200000000000001954,0.75187969924812013504,0.0,0.59998867021129997923,1.7199999999999999734,0.751879699248120148,1.0,1.0
0.0,1.3999999999999998002,2.0600000000000004974,0.85470085470085459055,0.0,1.3999881299135532586,2.0600000000000004974,0.85470085470085455093,1.0,1.0
0.0,1.3999999999999998002,1.5,1.0,0.0,1.3999809131897766878,1.5,1.0,1.0,1.0
0.0,0.5,2.8200000000000011724,1.1400000000000001243,0.0,0.4999981614074321956,2.8200000000000007283,1.1399999999999999023,1.0,1.0
0.0,0.5,2.5600000000000009415,0.8771929824561402552,0.0,0.49999728377043389793,2.5600000000000009415,0.87719298245614019116,1.0,1.0
0.0,1.499999999999999778,2.0200000000000004619,0.84745762711864395297,0.0,1.4999846557663112367,2.0200000000000004619,0.84745762711864391914,1.0,1.0
0.0,1.8999999999999996891,2.940000000000001279,0.88495575221238929013,0.0,1.8999957811518657369,2.9400000000000008349,0.8849557522123892017,1.0,1.0
0.0,1.3999999999999998002,2.5600000000000009415,1.2800000000000002487,0.0,1.3999946428054677039,2.5600000000000009415,1.2800000000000002487,1.0,1.0
0.0,1.2999999999999998224,2.4600000000000008527,0.925925925925925865,0.0,1.2999935698821232233,2.4600000000000008527,0.925925925925925819,1.0,1.0
0.0,0.5,2.3800000000000007816,1.2200000000000001954,0.0,0.4999972950277218886,2.3800000000000007816,1.2199999999999999734,1.0,1.0
0.0,1.5999999999999997558,2.9600000000000012967,1.3000000000000002665,0.0,1.5999943985740650021,2.9600000000000008527,1.3000000000000002665,1.0,1.0
0.0,0.8999999999999999112,2.4400000000000008349,1.1000000000000000888,0.0,0.8999975466363169252,2.4400000000000008349,1.1000000000000000888,1.0,1.0
0.0,1.499999999999999778,2.2000000000000006217,0.83333333333333321,0.0,1.4999885015547020917,2.2000000000000006217,0.8333333333333331483,1.0,1.0
0.0,0.5,2.1400000000000005684,1.2900000000000002576,0.0,0.49999490210630725961,2.1400000000000005684,1.2900000000000002576,1.0,1.0
0.0,1.6999999999999997335,2.1400000000000005684,1.1400000000000001243,0.0,1.6999869033783097105,2.1400000000000005684,1.1399999999999999023,1.0,1.0
0.0,1.9999999999999996669,1.8600000000000003197,1.0300000000000000266,0.0,1.99998561170668121,1.8600000000000003197,1.0300000000000000266,1.0,1.0
0.0,1.8999999999999996891,2.7200000000000010836,0.7874015748031494576,0.0,1.8999907134609146375,2.7200000000000006395,0.78740157480314942884,1.0,1.0
0.0,0.7999999999999999334,1.9600000000000004086,1.1800000000000001599,0.0,0.79999380005226639057,1.9600000000000004086,1.1799999999999999378,1.0,1.0
0.0,0.5999999999999999778,2.6200000000000009948,1.3300000000000002931,0.0,0.5999967739679361589,2.6200000000000009948,1.3300000000000002931,1.0,1.0
0.0,1.0999999999999998668,2.1400000000000005684,1.1900000000000001688,0.0,1.0999919243750533315,2.1400000000000005684,1.1899999999999999467,1.0,1.0
0.0,1.9999999999999996669,2.600000000000000977,0.79365079365079350536,0.0,1.9999900680467082026,2.600000000000000977,0.7936507936507934957,1.0,1.0
0.0,1.2999999999999998224,2.1600000000000005862,0.74626865671641774225,0.0,1.2999877808120154921,2.1600000000000005862,0.74626865671641773314,1.0,1.0
0.0,1.9999999999999996669,1.7000000000000001776,0.8695652173913042471,0.0,1.9999763539687784863,1.6999999999999999556,0.86956521739130421267,1.0,1.0
0.0,0.999999999999999889,2.0600000000000004974,0.9345794392523363943,0.0,0.99999575949267283104,2.0600000000000004974,0.93457943925233644133,1.0,1.0
0.0,1.7999999999999997113,2.6400000000000010125,1.3000000000000002665,0.0,1.7999918228076430271,2.6400000000000010125,1.3000000000000002665,1.0,1.0
0.0,0.999999999999999889,2.2400000000000006573,1.1600000000000001421,0.0,0.99999456353014848364,2.2400000000000006573,1.1599999999999999201,1.0,1.0
0.0,1.499999999999999778,2.4200000000000008171,1.2700000000000002398,0.0,1.4999902881059767878,2.4200000000000008171,1.2700000000000002398,1.0,1.0
0.0,1.9999999999999996669,2.2800000000000006928,1.2300000000000002043,0.0,1.9999865077454788143,2.2800000000000006928,1.2300000000000002043,1.0,1.0
0.0,0.5,2.9600000000000012967,1.3200000000000002842,0.0,0.4999982421435580915,2.9600000000000008527,1.3200000000000002842,1.0,1.0
0.0,0.6999999999999999556,2.2800000000000006928,0.9433962264150942922,0.0,0.6999969344422460882,2.2800000000000006928,0.94339622641509424117,1.0,1.0
0.0,1.3999999999999998002,1.8800000000000003375,0.9433962264150942922,0.0,1.3999898869193609929,1.8800000000000003375,0.94339622641509424117,1.0,1.0
0.0,1.7999999999999997113,1.920000000000000373,1.340000000000000302,0.0,1.7999754460582921833,1.920000000000000373,1.340000000000000302,1.0,1.0
0.0,1.7999999999999997113,1.8200000000000002842,1.340000000000000302,0.0,1.7999726374983227029,1.8200000000000000622,1.340000000000000302,1.0,1.0
0.0,1.2999999999999998224,2.680000000000001048,1.0800000000000000711,0.0,1.2999942721777628662,2.680000000000000604,1.0800000000000000711,1.0,1.0
0.0,1.9999999999999996669,2.3600000000000007638,0.98039215686274508096,0.0,1.9999926859043180016,2.3600000000000007638,0.98039215686274494566,1.0,1.0
0.0,1.499999999999999778,1.6200000000000001066,0.9615384615384615056,0.0,1.4999849057384466722,1.6200000000000001066,0.9615384615384615641,1.0,1.0
0.0,1.0999999999999998668,2.7200000000000010836,0.7812499999999998482,0.0,1.0999962858323346637,2.7200000000000006395,0.78124999999999977796,1.0,1.0
0.0,0.999999999999999889,2.8800000000000012257,1.0200000000000000178,0.0,0.9999974341241795184,2.8800000000000007816,1.0200000000000000178,1.0,1.0
0.0,1.2999999999999998224,2.7000000000000010658,0.79365079365079350536,0.0,1.2999926003029753652,2.7000000000000006217,0.7936507936507934957,1.0,1.0
0.0,1.5999999999999997558,2.9200000000000012612,1.2000000000000001776,0.0,1.5999964238199224642,2.9200000000000008171,1.1999999999999999556,1.0,1.0
0.0,1.6999999999999997335,2.6400000000000010125,1.2900000000000002576,0.0,1.6999885569612958047,2.6400000000000010125,1.2900000000000002576,1.0,1.0
0.0,1.5999999999999997558,2.0800000000000005151,0.7874015748031494576,0.0,1.5999842356697269175,2.0800000000000005151,0.78740157480314942884,1.0,1.0
0.0,1.8999999999999996891,2.9600000000000012967,0.8620689655172412737,0.0,1.8999945813007745876,2.9600000000000008527,0.8620689655172412147,1.0,1.0
0.0,1.6999999999999997335,2.100000000000000533,1.250000000000000222,0.0,1.6999850711430486427,2.100000000000000533,1.250000000000000222,1.0,1.0
0.0,1.3999999999999998002,2.860000000000001208,1.0700000000000000622,0.0,1.3999962842933000307,2.8600000000000007638,1.0700000000000000622,1.0,1.0
0.0,1.5999999999999997558,2.000000000000000444,0.76335877862595403803,0.0,1.5999811977890534553,2.000000000000000444,0.76335877862595402643,1.0,1.0
0.0,1.6999999999999997335,2.5600000000000009415,1.0800000000000000711,0.0,1.6999902813801028856,2.5600000000000009415,1.0800000000000000711,1.0,1.0
0.0,0.7999999999999999334,2.4000000000000007994,0.7874015748031494576,0.0,0.7999963024322209737,2.4000000000000007994,0.78740157480314942884,1.0,1.0
0.0,0.8999999999999999112,1.920000000000000373,1.0600000000000000533,0.0,0.89999123458641194784,1.920000000000000373,1.0600000000000000533,1.0,1.0
0.0,0.7999999999999999334,1.7800000000000002487,0.8620689655172412737,0.0,0.79999085213275422657,1.7800000000000002487,0.8620689655172412147,1.0,1.0
