c,z,k,a,mean,std,skew,kurt
0.0,1.0,1.5,0.9345794392523363943,-0.12472015225219119927,1.3804259221516428369,-0.31136282150584349004,3.8905800468179050355
0.0,1.0,1.5,0.925925925925925865,-0.14217220523670717758,1.3852489716522706775,-0.35393632078160275345,3.928249080402320459
0.0,1.0,1.5,0.9174311926605503914,-0.15958023783324021272,1.3906591805909405135,-0.39602879352521519474,3.970280051659612841
0.0,1.0,1.5,0.9090909090909090175,-0.1769583631011433511,1.39664712743227315,-0.43764003356559821878,4.0165264152493760363
0.0,1.0,1.5,0.9009009009009008216,-0.19432015247742306929,1.4032043848125943519,-0.47877029262527953657,4.0668447431282999105
0.0,1.0,1.5,0.8928571428571427722,-0.21167867957184233196,1.4103234601115692826,-0.51942026358330339875,4.1210947976028773354
0.0,1.0,1.5,0.88495575221238929013,-0.22904656060604461354,1.4179977411160000766,-0.5595910631760954157,4.179139595685928299
0.0,1.0,1.5,0.8771929824561402552,-0.24643599180303762952,1.4262214463158380262,-0.5992842142713853404,4.240845464672574394
0.0,1.0,1.5,0.8695652173913042471,-0.2638587840027355469,1.4349895794193527898,-0.6385016278381071553,4.306082088948056885
0.0,1.0,1.5,0.8620689655172412737,-0.28132639475198556456,1.4442978876732381899,-0.6772455847833801501,4.37472254864192589
0.0,1.0,1.5,0.85470085470085459055,-0.29884995809320319404,1.4541428239031355396,-0.71551871740968908675,4.446643347274362057
0.0,1.0,1.5,0.84745762711864395297,-0.31644031225405022667,1.4645215113663656581,-0.7533239914192932929,4.5217244359471946424
0.0,1.0,1.5,0.84033613445378139344,-0.33410802542121342817,1.4754317119320823348,-0.7906646874710242523,4.5998492248702476104
0.0,1.0,1.5,0.83333333333333321,-0.35186341976401336318,1.4868717967692519633,-0.8275443831398227035,4.680904589448116937
0.0,1.0,1.5,0.8264462809917354098,-0.36971659385804211961,1.4988407195441746378,-0.86396693504222865645,4.7647808685881987145
0.0,1.0,1.5,0.8196721311475408523,-0.387677443645142783,1.511337991890540744,-0.89993646123245907287,4.85137185603745813
0.0,1.0,1.5,0.81300813008130067797,-0.40575568205347906092,1.5243636609702273521,-0.93545732391842650877,4.9405747851385557468
0.0,1.0,1.5,0.80645161290322566784,-0.42396085739032263184,1.5379182889337470463,-0.9705341125901016941,5.032290307752298908
0.0,1.0,1.5,0.79999999999999985787,-0.4423023706100332464,1.5520029342856753729,-1.005171627305285087,5.126422465733910805
0.0,1.0,1.5,0.79365079365079350536,-0.46078949155056764253,1.5666191346391082906,-1.0393748628768486597,5.2228786603355992213
0.0,1.0,1.5,0.7874015748031494576,-0.4794313742237821252,1.5817688912337219964,-1.0731489930583306691,5.3215696134639518533
0.0,1.0,1.5,0.7812499999999998482,-0.498237071237191409,1.5974546547379571138,-1.1064993554318554025,5.4224093259767984776
0.0,1.0,1.5,0.7751937984496122483,-0.51721554741861663906,1.6136793123779173964,-1.1394314367473887817,5.5253150315421102334
0.0,1.0,1.5,0.7692307692307690731,-0.5363756927083830339,1.6304461762759780985,-1.1719508587717581971,5.6302071467643770575
0.0,1.0,1.5,0.76335877862595403803,-0.5557263343790048715,1.6477589729143777841,-1.2040633646566161197,5.7370092179593425996
0.0,1.0,1.5,0.75757575757575741263,-0.57527624863690540735,1.6656218336464632124,-1.2357748058323365647,5.845647864947270733
0.0,1.0,1.5,0.75187969924812013504,-0.59503417165637917385,1.6840392861850210782,-1.267091129431661134,5.9560527222207815257
0.0,1.0,1.5,0.74626865671641774225,-0.61500881009191388227,1.7030162470032847999,-1.2980183662443693926,6.0681563778281502053
0.0,1.0,1.5,0.74074074074074057017,-0.6352088511112918834,1.7225580145897714246,-1.328562619201915096,6.1818943102975172366
0.0,1.0,1.5,0.73529411764705865064,-0.6556429719885347174,1.7426702635032049749,-1.3587300523888543591,6.297204823910754534
0.0,1.0,1.5,0.7299270072992698979,-0.6763198492926967287,1.7633590391783848794,-1.3885268805760762056,6.414028982619439212
0.0,1.0,1.5,0.7246376811594201126,-0.69724816770573261326,1.7846307534380851934,-1.4179593592691939197,6.532310542878362547
0.0,1.0,1.5,0.71942446043165449697,-0.71843662850014011756,1.8064921806699074658,-1.4470337752639910178,6.651995885655288987
0.0,1.0,1.5,0.71428571428571410447,-0.73989395770474419844,1.8289504546305350718,-1.4757564376995908617,6.773033947858662529
0.0,1.0,1.5,0.70921985815602818563,-0.76162891398492116313,1.8520130658430227211,-1.5041336695989298011,6.8953761534088302554
0.0,1.0,1.5,0.7042253521126758713,-0.78365029626159976583,1.8756878595557149314,-1.5321717998851160925,7.018976344161825587
0.0,1.0,1.5,0.69930069930069911394,-0.80596695109164706583,1.8999830342340700007,-1.5598771558615969202,7.143790710879004635
0.0,1.0,1.5,0.694444444444444256,-0.82858777983062448236,1.9249071405591302586,-1.5872560561432522697,7.269777724419870246
0.0,1.0,1.5,0.68965517241379291336,-0.85152174559744397975,1.9504690809620248704,-1.6143148038925687615,7.3968980665163108768
0.0,1.0,1.5,0.68493150684931487684,-0.87477788005909862257,1.9766781095351202424,-1.6410596806868162911,7.5251145623342203805
0.0,1.0,1.5,0.68027210884353722176,-0.89836529005242315993,2.0035438319595395562,-1.667496941856672743,7.6543921202186044894
0.0,1.0,1.5,0.67567567567567548106,-0.9222931640587045399,2.0310762073170915976,-1.6936328085766785279,7.7846976499454010323
0.0,1.0,1.5,0.6711409395973152402,-0.94657077854593696387,2.0592855485083614298,-1.7194734648160363566,7.916000009252521785
0.0,1.0,1.5,0.6666666666666664693,-0.97120750419256318686,2.0881825240733000726,-1.7450250521405270554,8.048269936004722069
0.0,1.0,1.5100000000000000089,1.0,0.0,1.3522450409804072091,0.0,3.739147567701853525
0.0,1.0,1.5100000000000000089,1.0100000000000000089,0.017887919306769077543,1.3525866709498366447,0.045222732271998217213,3.741864666955965646
0.0,1.0,1.5100000000000000089,1.0200000000000000178,0.03561604276529008184,1.353598634862803074,0.08998752229116671608,3.7499074038853450475
0.0,1.0,1.5100000000000000089,1.0300000000000000266,0.053203376449567345297,1.3552627846245066667,0.13429138407856502924,3.763114812499322781
0.0,1.0,1.5100000000000000089,1.0400000000000000355,0.07066797473670168028,1.357562531341702794,0.17813181732822000458,3.7813284993209288487
0.0,1.0,1.5100000000000000089,1.0500000000000000444,0.08802701743234706,1.3604827352069137625,0.22150679952501273196,3.804392732045819514
0.0,1.0,1.5100000000000000089,1.0600000000000000533,0.10529688034218165349,1.3640096053090624562,0.26441477650051303794,3.8321545252453295127
0.0,1.0,1.5100000000000000089,1.0700000000000000622,0.122493199932260293794,1.3681306083925119932,0.30685465163746411532,3.864463722034044313
0.0,1.0,1.5100000000000000089,1.0800000000000000711,0.1396309326516142757,1.3728343856939468903,0.3488257739160572357,3.9011730708249148236
0.0,1.0,1.5100000000000000089,1.0900000000000000799,0.15672440942919202422,1.3781106770811177853,0.3903279249786676397,3.9421382964742299748
0.0,1.0,1.5100000000000000089,1.1000000000000000888,0.17378738580313610185,1.3839502518008122145,0.4313613053743583503,3.9872181652775320337
0.0,1.0,1.5100000000000000089,1.1100000000000000977,0.19083308809255680738,1.3903448452169890892,0.47192652013007713174,4.0362745434171038994
0.0,1.0,1.5100000000000000089,1.1200000000000001066,0.20787425597960798584,1.3972871009850560409,0.51202456378212324317,4.089172448584045938
0.0,1.0,1.5100000000000000089,1.1300000000000001155,0.22492318183211437721,1.4047705181658343143,0.5516568049890276937,4.1457800946047154156
0.0,1.0,1.5100000000000000089,1.1400000000000001243,0.24199174706365247922,1.4127894028338083832,0.5908249708354593732,4.205968928993682354
0.0,1.0,1.5100000000000000089,1.1500000000000001332,0.25909145579833903206,1.4213388237457234009,0.6295311309710309722,4.2696136638430246535
0.0,1.0,1.5100000000000000089,1.1600000000000001421,0.2762334660811872067,1.4304145719465972686,0.66777768135843951214,4.3365922972685959635
0.0,1.0,1.5100000000000000089,1.170000000000000151,0.29342861885136345412,1.4400131232315616092,0.70556732872372851517,4.406786134661332177
0.0,1.0,1.5100000000000000089,1.1800000000000001599,0.31068746487467840955,1.4501316046302430429,0.74290307380756004374,4.480079792331743249
0.0,1.0,1.5100000000000000089,1.1900000000000001688,0.32802028981288283704,1.4607677627984214652,0.77978819601789906013,4.556361206139342812
0.0,1.0,1.5100000000000000089,1.2000000000000001776,0.34543713759055227897,1.4719199356559486969,0.81622623735617705343,4.635521626267854245
0.0,1.0,1.5100000000000000089,1.2100000000000001865,0.3629478322053065198,1.4835870261860473196,0.85222098688064451544,4.7174556089631023426
0.0,1.0,1.5100000000000000089,1.2200000000000001954,0.38056199811362467766,1.4957684784817304458,0.8877764653579619525,4.8020610021285623503
0.0,1.0,1.5100000000000000089,1.2300000000000002043,0.39828907931243723306,1.5084642558228333886,0.9228969101967778865,4.8892389255763113454
0.0,1.0,1.5100000000000000089,1.2400000000000002132,0.4161383572257203456,1.5216748205988475107,0.9575867607481240995,4.978893746580745905
0.0,1.0,1.5100000000000000089,1.250000000000000222,0.43411896749564482523,1.5354011160785523415,0.99185064371251607795,5.0709330491541058095
0.0,1.0,1.5100000000000000089,1.2600000000000002309,0.45223991576895405942,1.5496445495361512723,1.0256933593711818897,5.165267602050440665
0.0,1.0,1.5100000000000000089,1.2700000000000002398,0.47051009256123338398,1.564406977082757555,1.0591198677667050809,5.261811319726862557
0.0,1.0,1.5100000000000000089,1.2800000000000002487,0.48893828727472599116,1.5796906897493339095,1.0921352755020812264,5.3604812210748162826
0.0,1.0,1.5100000000000000089,1.2900000000000002576,0.5075332014386261248,1.595498400857115362,1.1247448229178809154,5.4611973844897301333
0.0,1.0,1.5100000000000000089,1.3000000000000002665,0.52630346123538007674,1.6118332345629200475,1.1569538716987353144,5.563882899883471289
0.0,1.0,1.5100000000000000089,1.3100000000000002753,0.545257629370500041,1.6286987154968863845,1.1887678929177416531,5.668463817950596173
0.0,1.0,1.5100000000000000089,1.3200000000000002842,0.5644042163393236944,1.6460987594173979165,1.2201924555235692527,5.7748690969881337764
0.0,1.0,1.5100000000000000089,1.3300000000000002931,0.5837516911393574315,1.6640376648145411842,1.2512332152736707069,5.883030547559009449
0.0,1.0,1.5100000000000000089,1.340000000000000302,0.60330849147303589053,1.6825201053993839029,1.281895904114703999,5.992882775277599272
0.0,1.0,1.5100000000000000089,1.3500000000000003109,0.62308303348212068506,1.7015511234217932657,1.3121863200095298385,6.1043631219836509416
0.0,1.0,1.5100000000000000089,1.3600000000000003197,0.64308372105169775423,1.7211361237644271505,1.3421103172085284694,6.2174116055584196516
0.0,1.0,1.5100000000000000089,1.3700000000000003286,0.6633189547187662294,1.7412808687650271899,1.3716737969615286907,6.331970858623845011
0.0,1.0,1.5100000000000000089,1.3800000000000003375,0.68379714021771142995,1.7619914737232262869,1.4008826986653650781,6.44798606635256899
0.0,1.0,1.5100000000000000089,1.3900000000000003464,0.7045266966924810248,1.7832744030518206113,1.429742991440936084,6.5654049036033121922
0.0,1.0,1.5100000000000000089,1.4000000000000003553,0.7255160646030616167,1.8051364670358547304,1.4582606661326307229,6.6841774715832844578
0.0,1.0,1.5100000000000000089,1.4100000000000003642,0.746773713351781554,1.8275848191659915809,1.4864417277221102509,6.8042562342258481323
0.0,1.0,1.5100000000000000089,1.420000000000000373,0.76830814865310881334,1.8506269540154920428,1.5142921881477084955,6.9255959544591609856
0.0,1.0,1.5100000000000000089,1.4300000000000003819,0.7901279196689012796,1.8742707056327350124,1.5418180595199586502,7.04815363052880528
0.0,1.0,1.5100000000000000089,1.4400000000000003908,0.8122416259295043295,1.8985242464236113946,1.5690253477233599977,7.171888432525180157
0.0,1.0,1.5100000000000000089,1.4500000000000003997,0.83465792405966476863,1.9233960865003207896,1.5959200463938167935,7.2967616392538028336
0.0,1.0,1.5100000000000000089,1.4600000000000004086,0.85738553432691688716,1.9488950734751224747,1.6225081312610161177,7.4227365755807754866
0.0,1.0,1.5100000000000000089,1.4700000000000004174,0.8804332470289063517,1.9750303929179640061,1.6487955542474221904,7.5497785467079028265
0.0,1.0,1.5100000000000000089,1.4800000000000004263,0.90380992873501431184,2.0018115679841423926,1.6747882410075003445,7.6778547920661823767
0.0,1.0,1.5100000000000000089,1.4900000000000004352,0.9275245283966425669,2.02924846198875386,1.7004920824024714054,7.8069344009564671794
0.0,1.0,1.5100000000000000089,1.5000000000000004441,0.9515860833395992646,2.0573512787295640258,1.7259129328675750781,7.9369882691733675273
0.0,1.0,1.5100000000000000089,0.9900990099009900903,-0.017887919306769077543,1.3525866709498366447,-0.045222732271998217213,3.741864666955965646
0.0,1.0,1.5100000000000000089,0.98039215686274508096,-0.03561604276529008184,1.353598634862803074,-0.08998752229116671608,3.7499074038853450475
0.0,1.0,1.5100000000000000089,0.97087378640776696517,-0.053203376449567345297,1.3552627846245066667,-0.13429138407856502924,3.763114812499322781
0.0,1.0,1.5100000000000000089,0.9615384615384615056,-0.07066797473670168028,1.357562531341702794,-0.17813181732822000458,3.7813284993209288487
0.0,1.0,1.5100000000000000089,0.95238095238095234066,-0.08802701743234706,1.3604827352069137625,-0.22150679952501273196,3.804392732045819514
0.0,1.0,1.5100000000000000089,0.9433962264150942922,-0.10529688034218165349,1.3640096053090624562,-0.26441477650051303794,3.8321545252453295127
0.0,1.0,1.5100000000000000089,0.9345794392523363943,-0.122493199932260293794,1.3681306083925119932,-0.30685465163746411532,3.864463722034044313
0.0,1.0,1.5100000000000000089,0.925925925925925865,-0.1396309326516142757,1.3728343856939468903,-0.3488257739160572357,3.9011730708249148236
0.0,1.0,1.5100000000000000089,0.9174311926605503914,-0.15672440942919202422,1.3781106770811177853,-0.3903279249786676397,3.9421382964742299748
0.0,1.0,1.5100000000000000089,0.9090909090909090175,-0.17378738580313610185,1.3839502518008122145,-0.4313613053743583503,3.9872181652775320337
0.0,1.0,1.5100000000000000089,0.9009009009009008216,-0.19083308809255680738,1.3903448452169890892,-0.47192652013007713174,4.0362745434171038994
0.0,1.0,1.5100000000000000089,0.8928571428571427722,-0.20787425597960798584,1.3972871009850560409,-0.51202456378212324317,4.089172448584045938
0.0,1.0,1.5100000000000000089,0.88495575221238929013,-0.22492318183211437721,1.4047705181658343143,-0.5516568049890276937,4.1457800946047154156
0.0,1.0,1.5100000000000000089,0.8771929824561402552,-0.24199174706365247922,1.4127894028338083832,-0.5908249708354593732,4.205968928993682354
0.0,1.0,1.5100000000000000089,0.8695652173913042471,-0.25909145579833903206,1.4213388237457234009,-0.6295311309710309722,4.2696136638430246535
0.0,1.0,1.5100000000000000089,0.8620689655172412737,-0.2762334660811872067,1.4304145719465972686,-0.66777768135843951214,4.3365922972685959635
0.0,1.0,1.5100000000000000089,0.85470085470085459055,-0.29342861885136345412,1.4400131232315616092,-0.70556732872372851517,4.406786134661332177
0.0,1.0,1.5100000000000000089,0.84745762711864395297,-0.31068746487467840955,1.4501316046302430429,-0.74290307380756004374,4.480079792331743249
0.0,1.0,1.5100000000000000089,0.84033613445378139344,-0.32802028981288283704,1.4607677627984214652,-0.77978819601789906013,4.556361206139342812
0.0,1.0,1.5100000000000000089,0.83333333333333321,-0.34543713759055227897,1.4719199356559486969,-0.81622623735617705343,4.635521626267854245
0.0,1.0,1.5100000000000000089,0.8264462809917354098,-0.3629478322053065198,1.4835870261860473196,-0.85222098688064451544,4.7174556089631023426
0.0,1.0,1.5100000000000000089,0.8196721311475408523,-0.38056199811362467766,1.4957684784817304458,-0.8877764653579619525,4.8020610021285623503
0.0,1.0,1.5100000000000000089,0.81300813008130067797,-0.39828907931243723306,1.5084642558228333886,-0.9228969101967778865,4.8892389255763113454
0.0,1.0,1.5100000000000000089,0.80645161290322566784,-0.4161383572257203456,1.5216748205988475107,-0.9575867607481240995,4.978893746580745905
0.0,1.0,1.5100000000000000089,0.79999999999999985787,-0.43411896749564482523,1.5354011160785523415,-0.99185064371251607795,5.0709330491541058095
0.0,1.0,1.5100000000000000089,0.79365079365079350536,-0.45223991576895405942,1.5496445495361512723,-1.0256933593711818897,5.165267602050440665
0.0,1.0,1.5100000000000000089,0.7874015748031494576,-0.47051009256123338398,1.564406977082757555,-1.0591198677667050809,5.261811319726862557
0.0,1.0,1.5100000000000000089,0.7812499999999998482,-0.48893828727472599116,1.5796906897493339095,-1.0921352755020812264,5.3604812210748162826
0.0,1.0,1.5100000000000000089,0.7751937984496122483,-0.5075332014386261248,1.595498400857115362,-1.1247448229178809154,5.4611973844897301333
0.0,1.0,1.5100000000000000089,0.7692307692307690731,-0.52630346123538007674,1.6118332345629200475,-1.1569538716987353144,5.563882899883471289
0.0,1.0,1.5100000000000000089,0.76335877862595403803,-0.545257629370500041,1.6286987154968863845,-1.1887678929177416531,5.668463817950596173
0.0,1.0,1.5100000000000000089,0.75757575757575741263,-0.5644042163393236944,1.6460987594173979165,-1.2201924555235692527,5.7748690969881337764
0.0,1.0,1.5100000000000000089,0.75187969924812013504,-0.5837516911393574315,1.6640376648145411842,-1.2512332152736707069,5.883030547559009449
0.0,1.0,1.5100000000000000089,0.74626865671641774225,-0.60330849147303589053,1.6825201053993839029,-1.281895904114703999,5.992882775277599272
0.0,1.0,1.5100000000000000089,0.74074074074074057017,-0.62308303348212068506,1.7015511234217932657,-1.3121863200095298385,6.1043631219836509416
0.0,1.0,1.5100000000000000089,0.73529411764705865064,-0.64308372105169775423,1.7211361237644271505,-1.3421103172085284694,6.2174116055584196516
0.0,1.0,1.5100000000000000089,0.7299270072992698979,-0.6633189547187662294,1.7412808687650271899,-1.3716737969615286907,6.331970858623845011
0.0,1.0,1.5100000000000000089,0.7246376811594201126,-0.68379714021771142995,1.7619914737232262869,-1.4008826986653650781,6.44798606635256899
0.0,1.0,1.5100000000000000089,0.71942446043165449697,-0.7045266966924810248,1.7832744030518206113,-1.429742991440936084,6.5654049036033121922
0.0,1.0,1.5100000000000000089,0.71428571428571410447,-0.7255160646030616167,1.8051364670358547304,-1.4582606661326307229,6.6841774715832844578
0.0,1.0,1.5100000000000000089,0.70921985815602818563,-0.746773713351781554,1.8275848191659915809,-1.4864417277221102509,6.8042562342258481323
0.0,1.0,1.5100000000000000089,0.7042253521126758713,-0.76830814865310881334,1.8506269540154920428,-1.5142921881477084955,6.9255959544591609856
0.0,1.0,1.5100000000000000089,0.69930069930069911394,-0.7901279196689012796,1.8742707056327350124,-1.5418180595199586502,7.04815363052880528
0.0,1.0,1.5100000000000000089,0.694444444444444256,-0.8122416259295043295,1.8985242464236113946,-1.5690253477233599977,7.171888432525180157
0.0,1.0,1.5100000000000000089,0.68965517241379291336,-0.83465792405966476863,1.9233960865003207896,-1.5959200463938167935,7.2967616392538028336
0.0,1.0,1.5100000000000000089,0.68493150684931487684,-0.85738553432691688716,1.9488950734751224747,-1.6225081312610161177,7.4227365755807754866
0.0,1.0,1.5100000000000000089,0.68027210884353722176,-0.8804332470289063517,1.9750303929179640061,-1.6487955542474221904,7.5497785467079028265
0.0,1.0,1.5100000000000000089,0.67567567567567548106,-0.90380992873501431184,2.0018115679841423926,-1.6747882410075003445,7.6778547920661823767
0.0,1.0,1.5100000000000000089,0.6711409395973152402,-0.9275245283966425669,2.02924846198875386,-1.7004920824024714054,7.8069344009564671794
0.0,1.0,1.5100000000000000089,0.6666666666666664693,-0.9515860833395992646,2.0573512787295640258,-1.7259129328675750781,7.9369882691733675273
0.0,1.0,1.5200000000000000178,1.0,0.0,1.3406451869233433349,0.0,3.7167902932844754105
0.0,1.0,1.5200000000000000178,1.0100000000000000089,0.017572966440620577111,1.3409784884131601412,0.044567199156135148264,3.7194375784447353261
0.0,1.0,1.5200000000000000178,1.0200000000000000178,0.034988806319375183318,1.3419657788387422404,0.088683862298896604104,3.727273795514207233
0.0,1.0,1.5200000000000000178,1.0300000000000000266,0.05226605427064367343,1.3435893433647012607,0.13234776908434495168,3.740142497727921178
0.0,1.0,1.5200000000000000178,1.0400000000000000355,0.069422317017259913,1.3458329828701121045,0.17555712902251974228,3.7578899682203537047
0.0,1.0,1.5200000000000000178,1.0500000000000000444,0.08647434831618996953,1.3486819069717101982,0.21831057363111155967,3.7803652800847791227
0.0,1.0,1.5200000000000000178,1.0600000000000000533,0.103438117546008179204,1.3521226366660985541,0.26060714734535617154,3.8074203544250493358
0.0,1.0,1.5200000000000000178,1.0700000000000000622,0.12032887255862105558,1.3561429156450661715,0.30244629736427514066,3.8389100154806001797
0.0,1.0,1.5200000000000000178,1.0800000000000000711,0.13716119735050677497,1.3607316294418698721,0.343827862596534084,3.874692042079123766
0.0,1.0,1.5200000000000000178,1.0900000000000000799,0.15394906504949798509,1.3658787316576264104,0.38475206185364119182,3.9146272148243390632
0.0,1.0,1.5200000000000000178,1.1000000000000000888,0.17070588666082089913,1.3715751765974633081,0.4252194814239143028,3.9585793585602528921
